#               time           E_Zeeman            E_total                m_x                m_y                m_z 
#                <s>                <J>                <J>                 <>                 <>                 <> 
            1.25e-09     -80000.0005839     -80000.0005839    -0.362793584343    -0.477892043889     0.800000005839 
            1.26e-09     -80000.0005886     -80000.0005886    -0.249213462213    -0.545795420134     0.800000005886 
            1.27e-09     -80000.0005927     -80000.0005927    -0.123510965194    -0.587149922768     0.800000005927 
            1.28e-09      -80000.000597      -80000.000597   0.00819941842389    -0.599943963916      0.80000000597 
            1.29e-09     -80000.0006027     -80000.0006027     0.139510961501    -0.583555208864     0.800000006027 
             1.3e-09     -80000.0006077     -80000.0006077     0.264036337523    -0.538780848334     0.800000006077 
            1.31e-09     -80000.0006131     -80000.0006131     0.375718316354    -0.467798820793     0.800000006131 
            1.32e-09     -80000.0006182     -80000.0006182     0.469124403277    -0.374061872096     0.800000006182 
            1.33e-09     -80000.0006229     -80000.0006229     0.539711089309    -0.262129605181     0.800000006229 
            1.34e-09     -80000.0006272     -80000.0006272     0.584044859016    -0.137446689423     0.800000006272 
            1.35e-09     -80000.0006313     -80000.0006313     0.599969205413  -0.00607801809396     0.800000006313 
            1.36e-09     -80000.0006373     -80000.0006373     0.586709527799      0.12558630342     0.800000006373 
            1.37e-09     -80000.0006423     -80000.0006423     0.544910810632     0.251141788568     0.800000006423 
            1.38e-09     -80000.0006478     -80000.0006478     0.476606249542     0.364481100091     0.800000006478 
            1.39e-09     -80000.0006529     -80000.0006529     0.385118351616     0.460091126404     0.800000006529 
             1.4e-09     -80000.0006577     -80000.0006577     0.274897320269     0.533321153328     0.800000006577 
            1.41e-09      -80000.000662      -80000.000662     0.151304586032      0.58060908662      0.80000000662 
            1.42e-09     -80000.0006654     -80000.0006654    0.0203520129809     0.599654721285     0.800000006654 
            1.43e-09     -80000.0006721     -80000.0006721    -0.111590533571     0.589531629259     0.800000006721 
            1.44e-09     -80000.0006765     -80000.0006765    -0.238105033502     0.550732223486     0.800000006765 
            1.45e-09     -80000.0006819     -80000.0006819     -0.35303750064     0.485143805504     0.800000006819 
            1.46e-09     -80000.0006871     -80000.0006871    -0.450797328273     0.395956762315     0.800000006871 
            1.47e-09     -80000.0006919     -80000.0006919    -0.526629230428     0.287509377913     0.800000006919 
            1.48e-09     -80000.0006963     -80000.0006963    -0.576844551052     0.165076808149     0.800000006963 
            1.49e-09     -80000.0006998     -80000.0006998    -0.599000689609    0.0346144837562     0.800000006998 
             1.5e-09     -80000.0007067     -80000.0007067     -0.59201991524   -0.0975315768925     0.800000007067 
            1.51e-09      -80000.000711      -80000.000711    -0.556241790572    -0.224933454232      0.80000000711 
            1.52e-09     -80000.0007165     -80000.0007165    -0.493406654383    -0.341393997804     0.800000007165 
            1.53e-09     -80000.0007217     -80000.0007217    -0.406570967054    -0.441248271378     0.800000007217 
            1.54e-09     -80000.0007266     -80000.0007266    -0.299958636675    -0.519639109823     0.800000007266 
            1.55e-09      -80000.000731      -80000.000731    -0.178755557411    -0.572753383934      0.80000000731 
            1.56e-09     -80000.0007346     -80000.0007346   -0.0488573544573    -0.598007480713     0.800000007346 
            1.57e-09     -80000.0007416     -80000.0007416    0.0834173941093    -0.594172976801     0.800000007416 
            1.58e-09     -80000.0007451     -80000.0007451     0.211634509019     -0.56143639218     0.800000007451 
            1.59e-09     -80000.0007505     -80000.0007505     0.329557184585    -0.501390117441     0.800000007505 
             1.6e-09     -80000.0007558     -80000.0007558     0.431449362773    -0.416954955676     0.800000007558 
            1.61e-09     -80000.0007607     -80000.0007607     0.512354749601    -0.312238047315     0.800000007607 
            1.62e-09     -80000.0007651     -80000.0007651     0.568337901847    -0.192333088386     0.800000007651 
            1.63e-09     -80000.0007689     -80000.0007689     0.596675657009   -0.0630725602262     0.800000007689 
            1.64e-09     -80000.0007759     -80000.0007759      0.59598959477    0.0692559772124     0.800000007759 
            1.65e-09     -80000.0007795     -80000.0007795     0.566313086906      0.19821572823     0.800000007795 
            1.66e-09      -80000.000785      -80000.000785     0.509089674129     0.317533763438      0.80000000785 
            1.67e-09     -80000.0007903     -80000.0007903     0.427102848357     0.421406150968     0.800000007903 
            1.68e-09     -80000.0007952     -80000.0007952     0.324340656747     0.504780274431     0.800000007952 
            1.69e-09     -80000.0007997     -80000.0007997     0.205801712953        0.563600605     0.800000007997 
             1.7e-09     -80000.0008036     -80000.0008036    0.0772520518646     0.595005972614     0.800000008036 
            1.71e-09     -80000.0008094     -80000.0008094   -0.0550553449434     0.597468740528     0.800000008094 
            1.72e-09     -80000.0008137     -80000.0008137    -0.184684710101     0.570869113402     0.800000008137 
            1.73e-09     -80000.0008189     -80000.0008189    -0.305330542492     0.516500964672     0.800000008189 
            1.74e-09     -80000.0008242     -80000.0008242    -0.411124322823     0.437008898979     0.800000008242 
            1.75e-09     -80000.0008292     -80000.0008292     -0.49691997329     0.336259612023     0.800000008292 
            1.76e-09     -80000.0008337     -80000.0008337    -0.558544175842     0.219153804663     0.800000008337 
            1.77e-09     -80000.0008377     -80000.0008377    -0.592999372977    0.0913878004019     0.800000008377 
            1.78e-09     -80000.0008433     -80000.0008433    -0.598609576516   -0.0408235382414     0.800000008433 
            1.79e-09      -80000.000848      -80000.000848    -0.575101891849    -0.171049116409      0.80000000848 
             1.8e-09     -80000.0008532     -80000.0008532      -0.5236197925    -0.292954431673     0.800000008532 
            1.81e-09     -80000.0008586     -80000.0008586    -0.446667498349      -0.4006097003     0.800000008586 
            1.82e-09     -80000.0008636     -80000.0008636    -0.347988164158    -0.488778296966     0.800000008636 
            1.83e-09     -80000.0008682     -80000.0008682    -0.232381803042    -0.553171477507     0.800000008682 
            1.84e-09     -80000.0008723     -80000.0008723    -0.105471801632    -0.590656994305     0.800000008723 
            1.85e-09     -80000.0008768     -80000.0008768    0.0265686157063    -0.599411456759     0.800000008768 
            1.86e-09      -80000.000882      -80000.000882     0.157316668156    -0.579009025506      0.80000000882 
            1.87e-09      -80000.000887      -80000.000887     0.280412438818    -0.530442126676      0.80000000887 
            1.88e-09     -80000.0008924     -80000.0008924     0.389868237185    -0.456073177403     0.800000008924 
            1.89e-09     -80000.0008974     -80000.0008974     0.480359855604    -0.359519672009     0.800000008974 
             1.9e-09     -80000.0009021     -80000.0009021     0.547485552237    -0.245478217897     0.800000009021 
            1.91e-09     -80000.0009062     -80000.0009062     0.587980162949    -0.119496080654     0.800000009062 
            1.92e-09     -80000.0009106     -80000.0009106     0.599873927188    0.0122986490193     0.800000009106 
            1.93e-09     -80000.0009162     -80000.0009162     0.582588301986     0.143495141179     0.800000009162 
            1.94e-09     -80000.0009212     -80000.0009212     0.536964104114     0.267711665679     0.800000009212 
            1.95e-09     -80000.0009266     -80000.0009266     0.465220610279     0.378906015705     0.800000009266 
            1.96e-09     -80000.0009317     -80000.0009317     0.370847605982     0.471669416038     0.800000009317 
            1.97e-09     -80000.0009364     -80000.0009364     0.258435633527     0.541489619607     0.800000009364 
            1.98e-09     -80000.0009406     -80000.0009406      0.13345269638      0.58497039463     0.800000009406 
            1.99e-09     -80000.0009448     -80000.0009448   0.00197828161304     0.599996725936     0.800000009448 
               2e-09     -80000.0009508     -80000.0009508    -0.129592361758     0.585837694566     0.800000009508 
            2.01e-09     -80000.0009558     -80000.0009558    -0.254859303924     0.543182031827     0.800000009558 
            2.02e-09     -80000.0009612     -80000.0009612    -0.367729243088     0.474104617344     0.800000009612 
            2.03e-09     -80000.0009663     -80000.0009663     -0.46271189913     0.381965551766     0.800000009663 
            2.04e-09     -80000.0009711     -80000.0009711    -0.535187074751     0.271246712947     0.800000009711 
            2.05e-09     -80000.0009754     -80000.0009754    -0.581629393586     0.147333746037     0.800000009754 
            2.06e-09     -80000.0009789     -80000.0009789     -0.59977978348    0.0162540920429     0.800000009789 
            2.07e-09     -80000.0009854     -80000.0009854    -0.588755363337    -0.115616202184     0.800000009854 
            2.08e-09     -80000.0009899     -80000.0009899    -0.549092388991    -0.241862631057     0.800000009899 
            2.09e-09     -80000.0009953     -80000.0009953    -0.482720168147    -0.356344248063     0.800000009953 
             2.1e-09     -80000.0010005     -80000.0010005    -0.392867213964    -0.453492376981     0.800000010005 
            2.11e-09     -80000.0010053     -80000.0010053    -0.283904202036    -0.528581486416     0.800000010053 
            2.12e-09     -80000.0010096     -80000.0010096    -0.161131369645    -0.577959051639     0.800000010096 
            2.13e-09     -80000.0010131     -80000.0010131   -0.0305206987615    -0.599223222658     0.800000010131 
            2.14e-09       -80000.00102       -80000.00102     0.101574576292    -0.591339656176       0.8000000102 
            2.15e-09     -80000.0010244     -80000.0010244     0.228729006291    -0.554691828928     0.800000010244 
            2.16e-09     -80000.0010298     -80000.0010298     0.344757477243    -0.491062384221     0.800000010298 
            2.17e-09      -80000.001035      -80000.001035     0.444016070027    -0.403546419623      0.80000001035 
            2.18e-09     -80000.0010399     -80000.0010399     0.521676594936    -0.296400933633     0.800000010399 
            2.19e-09     -80000.0010443     -80000.0010443     0.573961447065    -0.174837754456     0.800000010443 
             2.2e-09     -80000.0010479     -80000.0010479      0.59832735861   -0.0447700234643     0.800000010479 
            2.21e-09     -80000.0010548     -80000.0010548      0.59358910979    0.0874754349942     0.800000010548 
            2.22e-09     -80000.0010584     -80000.0010584     0.559977181032     0.215465866393     0.800000010584 
            2.23e-09     -80000.0010638     -80000.0010638     0.499126541891     0.332975491509     0.800000010638 
            2.24e-09      -80000.001069      -80000.001069     0.413997121781      0.43428834413      0.80000001069 
            2.25e-09     -80000.0010739     -80000.0010739     0.308729831614     0.514476310133     0.800000010739 
            2.26e-09     -80000.0010784     -80000.0010784     0.188445139392     0.569638843471     0.800000010784 
            2.27e-09     -80000.0010821     -80000.0010821    0.0589939976393     0.597092698628     0.800000010821 
            2.28e-09     -80000.0010891     -80000.0010891   -0.0733267617632     0.595502450415     0.800000010891 
            2.29e-09     -80000.0010928     -80000.0010928    -0.202080721459     0.564945452519     0.800000010928 
             2.3e-09     -80000.0010982     -80000.0010982    -0.321004962272     0.506908074915     0.800000010982 
            2.31e-09     -80000.0011035     -80000.0011035     -0.42431470749     0.424213402834     0.800000011035 
            2.32e-09     -80000.0011084     -80000.0011084    -0.506984709076     0.320883914876     0.800000011084 
            2.33e-09     -80000.0011129     -80000.0011129    -0.564993688475     0.201945819426     0.800000011129 
            2.34e-09     -80000.0011168     -80000.0011168    -0.595519941805    0.0731845671219     0.800000011168 
            2.35e-09     -80000.0011227     -80000.0011227    -0.597078594671    -0.059136568126     0.800000011227 
            2.36e-09     -80000.0011268     -80000.0011268     -0.56959383018    -0.188581150676     0.800000011268 
            2.37e-09     -80000.0011321     -80000.0011321    -0.514402577097    -0.308852667707     0.800000011321 
            2.38e-09     -80000.0011374     -80000.0011374    -0.434189477946    -0.414100807576     0.800000011374 
            2.39e-09     -80000.0011423     -80000.0011423     -0.33285630132     -0.49920603381     0.800000011423 
             2.4e-09     -80000.0011469     -80000.0011469    -0.215332149956    -0.560028612349     0.800000011469 
            2.41e-09     -80000.0011508     -80000.0011508   -0.0873336966705    -0.593609978717     0.800000011508 
            2.42e-09     -80000.0011566     -80000.0011566      0.04491288911     -0.59831665007     0.800000011566 
            2.43e-09     -80000.0011611     -80000.0011611     0.174974798016    -0.573919681907     0.800000011611 
            2.44e-09     -80000.0011663     -80000.0011663     0.296525488909    -0.521605804756     0.800000011663 
            2.45e-09     -80000.0011717     -80000.0011717     0.403652427881    -0.443919698268     0.800000011717 
            2.46e-09     -80000.0011767     -80000.0011767     0.491144688907     -0.34464021171     0.800000011767 
            2.47e-09     -80000.0011813     -80000.0011813     0.554746426504    -0.228596551126     0.800000011813 
            2.48e-09     -80000.0011853     -80000.0011853      0.59136389084      -0.1014333745     0.800000011853 
            2.49e-09     -80000.0011908     -80000.0011908     0.599215915577    0.0306637787121     0.800000011908 
             2.5e-09     -80000.0011957     -80000.0011957     0.577920558244     0.161269367921     0.800000011957 
            2.51e-09     -80000.0012009     -80000.0012009     0.528513679141     0.284030405998     0.800000012009 
            2.52e-09     -80000.0012063     -80000.0012063     0.453398554176      0.39297548468     0.800000012063 
            2.53e-09     -80000.0012114     -80000.0012114     0.356228973547     0.482805239016     0.800000012114 
            2.54e-09     -80000.0012161     -80000.0012161     0.241731512118     0.549150121911     0.800000012161 
            2.55e-09     -80000.0012202     -80000.0012202     0.115475616831     0.588782949998     0.800000012202 
            2.56e-09     -80000.0012247     -80000.0012247   -0.0163973053276     0.599775882012     0.800000012247 
            2.57e-09     -80000.0012301     -80000.0012301    -0.147472620934     0.581594193749     0.800000012301 
            2.58e-09     -80000.0012351     -80000.0012351    -0.271374494177     0.535122288767     0.800000012351 
            2.59e-09     -80000.0012405     -80000.0012405    -0.382076023678     0.462620678389     0.800000012405 
             2.6e-09     -80000.0012456     -80000.0012456    -0.474192406257     0.367616024832     0.800000012456 
            2.61e-09     -80000.0012503     -80000.0012503     -0.54324286743     0.254729595421     0.800000012503 
            2.62e-09     -80000.0012545     -80000.0012545    -0.585868617634     0.129452472411     0.800000012545 
            2.63e-09     -80000.0012588     -80000.0012588    -0.599996232278  -0.00212154717858     0.800000012588 
            2.64e-09     -80000.0012646     -80000.0012646    -0.584938508258    -0.133592369301     0.800000012646 
            2.65e-09     -80000.0012697     -80000.0012697     -0.54142789157    -0.258564919705     0.800000012697 
            2.66e-09     -80000.0012751     -80000.0012751    -0.471580848973    -0.370960216558     0.800000012751 
            2.67e-09     -80000.0012802     -80000.0012802    -0.378794917776    -0.465311067545     0.800000012802 
            2.68e-09      -80000.001285      -80000.001285    -0.267583441014    -0.537028007963      0.80000001285 
            2.69e-09     -80000.0012892     -80000.0012892    -0.143356027002    -0.582622543938     0.800000012892 
             2.7e-09     -80000.0012928     -80000.0012928   -0.0121554122489    -0.599876841621     0.800000012928 
            2.71e-09     -80000.0012992     -80000.0012992     0.119636472556    -0.587951608106     0.800000012992 
            2.72e-09     -80000.0013038     -80000.0013038     0.245608935859    -0.547426917089     0.800000013038 
            2.73e-09     -80000.0013092     -80000.0013092     0.359634357529    -0.480273992351     0.800000013092 
            2.74e-09     -80000.0013143     -80000.0013143     0.456166251839    -0.389759322465     0.800000013143 
            2.75e-09     -80000.0013191     -80000.0013191     0.530509062612    -0.280285770563     0.800000013191 
            2.76e-09     -80000.0013234     -80000.0013234      0.57904656698    -0.157178407882     0.800000013234 
            2.77e-09     -80000.0013269     -80000.0013269     0.599417777637   -0.0264254887946     0.800000013269 
            2.78e-09     -80000.0013337     -80000.0013337     0.590631787144     0.105612833063     0.800000013337 
            2.79e-09     -80000.0013382     -80000.0013382     0.553115968435     0.232513878814     0.800000013382 
             2.8e-09     -80000.0013436     -80000.0013436     0.488695186114     0.348104859717     0.800000013436 
            2.81e-09     -80000.0013488     -80000.0013488     0.400503030426      0.44676313728     0.800000013488 
            2.82e-09     -80000.0013537     -80000.0013537     0.292829391514     0.523689722649     0.800000013537 
            2.83e-09      -80000.001358      -80000.001358     0.170911788283     0.575142711598      0.80000001358 
            2.84e-09     -80000.0013616     -80000.0013616    0.0406806021903     0.598619300266     0.800000013616 
            2.85e-09     -80000.0013685     -80000.0013685   -0.0915293915463     0.592977527777     0.800000013685 
            2.86e-09     -80000.0013722     -80000.0013722    -0.219287163494     0.558491824258     0.800000013722 
            2.87e-09     -80000.0013775     -80000.0013775    -0.336378251577     0.496839661877     0.800000013775 
            2.88e-09     -80000.0013828     -80000.0013828    -0.437107048281     0.411019958168     0.800000013828 
            2.89e-09     -80000.0013876     -80000.0013876     -0.51657384945     0.305207201193     0.800000013876 
             2.9e-09     -80000.0013921     -80000.0013921    -0.570913188325     0.184548391844     0.800000013921 
            2.91e-09     -80000.0013958     -80000.0013958    -0.597481861648    0.0549126806454     0.800000013958 
            2.92e-09     -80000.0014028     -80000.0014028    -0.594987501724   -0.0773941225908     0.800000014028 
            2.93e-09     -80000.0014065     -80000.0014065    -0.563551440534    -0.205936279374     0.800000014065 
