#               step               time           E_Zeeman            E_total                m_x                m_y                m_z            m_error            skx_num 
#                 <>                <s>                <J>                <J>                 <>                 <>                 <>                 <>                 <> 
                 434           4.34e-10     -99907.0104062     -99907.0104062   0.00775545659068    0.0424120274593     0.999070104062  4.84412510104e-12                  0 
                 435           4.35e-10     -99908.6392696     -99908.6392696   0.00694284914118    0.0421684335197     0.999086392696  4.82947015712e-12                  0 
                 436           4.36e-10     -99910.2396136     -99910.2396136   0.00614178057738     0.041912773417     0.999102396136  4.82014428371e-12                  0 
                 437           4.37e-10     -99911.8119372     -99911.8119372   0.00535235933241    0.0416453575014     0.999118119372  4.81659157003e-12                  0 
                 438           4.38e-10     -99913.3567305     -99913.3567305   0.00457468741932    0.0413664952465     0.999133567305  4.80238071532e-12                  0 
                 439           4.39e-10     -99914.8744751     -99914.8744751    0.0038088605049    0.0410764951462     0.999148744751  4.78528328074e-12                  0 
                 440            4.4e-10     -99916.3656443     -99916.3656443   0.00305496798351    0.0407756646109     0.999163656443  4.77795580878e-12                  0 
                 441           4.41e-10     -99917.8307029     -99917.8307029   0.00231309305199    0.0404643098663     0.999178307029  4.76796380156e-12                  0 
                 442           4.42e-10     -99919.2701078     -99919.2701078   0.00158331278664    0.0401427358564     0.999192701078  4.75020023316e-12                  0 
                 443           4.43e-10     -99920.6843079     -99920.6843079  0.000865698220773    0.0398112461473     0.999206843079  4.73110439714e-12                  0 
                 444           4.44e-10     -99922.0737442     -99922.0737442  0.000160314423106    0.0394701428334     0.999220737442  4.72377692518e-12                  0 
                 445           4.45e-10     -99923.4388499     -99923.4388499 -0.000532779423455    0.0391197264444     0.999234388499  4.70823380283e-12                  0 
                 446           4.46e-10     -99924.7800508     -99924.7800508  -0.00121352994061    0.0387602958584     0.999247800508  4.68736160997e-12                  0 
                 447           4.47e-10     -99926.0977651     -99926.0977651  -0.00188188947385    0.0383921482132     0.999260977651  4.66737759552e-12                  0 
                 448           4.48e-10      -99927.392404      -99927.392404  -0.00253781601051    0.0380155788225      0.99927392404  4.65916194514e-12                  0 
                 449           4.49e-10     -99928.6643711     -99928.6643711  -0.00318127309754    0.0376308810908     0.999286643711  4.64139837675e-12                  0 
                 450            4.5e-10     -99929.9140632     -99929.9140632  -0.00381222975728    0.0372383464361     0.999299140632   4.6214143623e-12                  0 
                 451           4.51e-10     -99931.1418702     -99931.1418702  -0.00443066040376    0.0368382642099     0.999311418702   4.6078696414e-12                  0 
                 452           4.52e-10      -99932.348175      -99932.348175  -0.00503654475823    0.0364309216208      0.99932348175  4.59743354497e-12                  0 
                 453           4.53e-10     -99933.5333539     -99933.5333539  -0.00562986776373    0.0360166036609     0.999335333539  4.58033611039e-12                  0 
                 454           4.54e-10     -99934.6977767     -99934.6977767  -0.00621061949914    0.0355955930346     0.999346977767    4.562572542e-12                  0 
                 455           4.55e-10     -99935.8418066     -99935.8418066  -0.00677879509301    0.0351681700888     0.999358418066  4.55435689162e-12                  0 
                 456           4.56e-10     -99936.9658005     -99936.9658005  -0.00733439463709    0.0347346127439     0.999369658005  4.54325466137e-12                  0 
                 457           4.57e-10     -99938.0701093     -99938.0701093  -0.00787742309891    0.0342951964304     0.999380701093  4.52837767284e-12                  0 
                 458           4.58e-10     -99939.1550772     -99939.1550772  -0.00840789023429    0.0338501940248     0.999391550772  4.51350068431e-12                  0 
                 459           4.59e-10      -99940.221043      -99940.221043  -0.00892581049964    0.0333998757891      0.99940221043  4.50950388142e-12                  0 
                 460            4.6e-10     -99941.2683393     -99941.2683393    -0.009431202964    0.0329445093097     0.999412683393  4.49906778499e-12                  0 
                 461           4.61e-10     -99942.2972927     -99942.2972927  -0.00992409122044    0.0324843594429     0.999422972927   4.4859671533e-12                  0 
                 462           4.62e-10     -99943.3082244     -99943.3082244   -0.0104045032976    0.0320196882592     0.999433082244  4.47575310147e-12                  0 
                 463           4.63e-10     -99944.3014499     -99944.3014499   -0.0108724715711    0.0315507549899     0.999443014499   4.4722003878e-12                  0 
                 464           4.64e-10     -99945.2772791     -99945.2772791   -0.0113280326747    0.0310778159762     0.999452772791  4.46220838057e-12                  0 
                 465           4.65e-10     -99946.2360165     -99946.2360165   -0.0117712274111    0.0306011246213     0.999462360165  4.45044001651e-12                  0 
                 466           4.66e-10     -99947.1779613     -99947.1779613   -0.0122021006632    0.0301209313433     0.999471779613  4.44488890139e-12                  0 
                 467           4.67e-10     -99948.1034076     -99948.1034076   -0.0126207013054    0.0296374835296     0.999481034076  4.43933778627e-12                  0 
                 468           4.68e-10     -99949.0126441     -99949.0126441   -0.0130270821138    0.0291510254946     0.999490126441  4.42934577904e-12                  0 
                 469           4.69e-10     -99949.9059546     -99949.9059546    -0.013421299678    0.0286617984392     0.999499059546  4.41868763801e-12                  0 
                 470            4.7e-10      -99950.783618      -99950.783618   -0.0138034143119    0.0281700404116      0.99950783618  4.41513492433e-12                  0 
                 471           4.71e-10     -99951.6459082     -99951.6459082    -0.014173489965     0.027675986269     0.999516459082  4.40825154158e-12                  0 
                 472           4.72e-10     -99952.4930942     -99952.4930942   -0.0145315941339    0.0271798676442     0.999524930942  4.39781544515e-12                  0 
                 473           4.73e-10     -99953.3254407     -99953.3254407   -0.0148777977738    0.0266819129114     0.999533254407  4.38760139332e-12                  0 
                 474           4.74e-10     -99954.1432074     -99954.1432074   -0.0152121752103    0.0261823471554     0.999541432074  4.38515890266e-12                  0 
                 475           4.75e-10     -99954.9466495     -99954.9466495   -0.0155348040515    0.0256813921399     0.999549466495  4.37672120768e-12                  0 
                 476           4.76e-10     -99955.7360178     -99955.7360178   -0.0158457651001    0.0251792662825     0.999557360178  4.36606306664e-12                  0 
                 477           4.77e-10     -99956.5115589     -99956.5115589   -0.0161451422665    0.0246761846272     0.999565115589  4.35829150547e-12                  0 
                 478           4.78e-10     -99957.2735147     -99957.2735147    -0.016433022481    0.0241723588201     0.999572735147  4.35362856877e-12                  0 
                 479           4.79e-10     -99958.0221232     -99958.0221232   -0.0167094956078    0.0236679970868     0.999580221232  4.34430269536e-12                  0 
                 480            4.8e-10     -99958.7576181     -99958.7576181   -0.0169746543582    0.0231633042123     0.999587576181  4.33342250972e-12                  0 
                 481           4.81e-10      -99959.480229      -99959.480229   -0.0172285942051    0.0226584815216      0.99959480229  4.32742730538e-12                  0 
                 482           4.82e-10     -99960.1901815     -99960.1901815   -0.0174714132971    0.0221537268617     0.999601901815  4.32054392263e-12                  0 
                 483           4.83e-10     -99960.8876972     -99960.8876972   -0.0177032123737    0.0216492345865     0.999608876972   4.3101078262e-12                  0 
                 484           4.84e-10      -99961.572994      -99961.572994   -0.0179240946809    0.0211451955425      0.99961572994  4.29922764056e-12                  0 
                 485           4.85e-10     -99962.2462858     -99962.2462858   -0.0181341658871    0.0206417970568     0.999622462858  4.29412061465e-12                  0 
                 486           4.86e-10     -99962.9077828     -99962.9077828   -0.0183335339993    0.0201392229245     0.999629077828  4.28546087505e-12                  0 
                 487           4.87e-10     -99963.5576916     -99963.5576916   -0.0185223092808    0.0196376534012     0.999635576916  4.27458068941e-12                  0 
                 488           4.88e-10     -99964.1962151     -99964.1962151   -0.0187006041682    0.0191372651945     0.999641962151  4.26392254838e-12                  0 
                 489           4.89e-10     -99964.8235527     -99964.8235527   -0.0188685331906    0.0186382314576     0.999648235527  4.25881552246e-12                  0 
                 490            4.9e-10     -99965.4399002     -99965.4399002   -0.0190262128871    0.0181407217839     0.999654399002  4.24882351524e-12                  0 
                 491           4.91e-10     -99966.0454502     -99966.0454502   -0.0191737617277    0.0176449022048     0.999660454502  4.23749924039e-12                  0 
                 492           4.92e-10     -99966.6403918     -99966.6403918   -0.0193113000329    0.0171509351872     0.999666403918   4.2290615454e-12                  0 
                 493           4.93e-10     -99967.2249106     -99967.2249106   -0.0194389498944     0.016658979633     0.999672249106  4.22173407344e-12                  0 
                 494           4.94e-10     -99967.7991893     -99967.7991893    -0.019556835097    0.0161691908796     0.999677991893   4.2110759324e-12                  0 
                 495           4.95e-10     -99968.3634072     -99968.3634072   -0.0196650810407    0.0156817207029     0.999683634072  4.19952961295e-12                  0 
                 496           4.96e-10     -99968.9177405     -99968.9177405   -0.0197638146643    0.0151967173209     0.999689177405  4.19242418559e-12                  0 
                 497           4.97e-10     -99969.4623623     -99969.4623623   -0.0198531643681    0.0147143253976     0.999694623623  4.18332035679e-12                  0 
                 498           4.98e-10     -99969.9974427     -99969.9974427   -0.0199332599396      0.01423468605     0.999699974427  4.17221812654e-12                  0 
                 499           4.99e-10     -99970.5231488     -99970.5231488    -0.020004232478     0.013757936856     0.999705231488  4.16067180709e-12                  0 
                 500              5e-10     -99971.0396448     -99971.0396448   -0.0200662143213    0.0132842118625     0.999710396448  4.15401046894e-12                  0 
                 501           5.01e-10      -99971.547092      -99971.547092   -0.0201193389721    0.0128136415947      0.99971547092  4.14401846172e-12                  0 
                 502           5.02e-10     -99972.0456489     -99972.0456489   -0.0201637410261    0.0123463530685     0.999720456489  4.13247214226e-12                  0 
                 503           5.03e-10     -99972.5354711     -99972.5354711    -0.020199556101    0.0118824698025     0.999725354711  4.12203604583e-12                  0 
                 504           5.04e-10     -99973.0167118     -99973.0167118   -0.0202269207655    0.0114221118309     0.999730167118  4.11470857387e-12                  0 
                 505           5.05e-10     -99973.4895212     -99973.4895212   -0.0202459724695    0.0109653957181     0.999734895212  4.10382838822e-12                  0 
                 506           5.06e-10     -99973.9540469     -99973.9540469   -0.0202568494761    0.0105124345748     0.999739540469  4.09228206877e-12                  0 
                 507           5.07e-10     -99974.4104341     -99974.4104341   -0.0202596907931    0.0100633380748     0.999744104341  4.08340028457e-12                  0 
                 508           5.08e-10     -99974.8588253     -99974.8588253   -0.0202546361063   0.00961821247197     0.999748588253  4.07451850037e-12                  0 
                 509           5.09e-10     -99975.2993605     -99975.2993605   -0.0202418257132   0.00917716061952     0.999752993605  4.06341627013e-12                  0 
                 510            5.1e-10     -99975.7321775     -99975.7321775   -0.0202214004585   0.00874028198993     0.999757321775  4.05186995067e-12                  0 
                 511           5.11e-10     -99976.1574113     -99976.1574113   -0.0201935016695   0.00830767269553     0.999761574113  4.04387634489e-12                  0 
                 512           5.12e-10     -99976.5751948     -99976.5751948   -0.0201582710923   0.00787942550962     0.999765751948  4.03388433767e-12                  0 
                 513           5.13e-10     -99976.9856585     -99976.9856585   -0.0201158508305   0.00745562988976     0.999769856585  4.02256006282e-12                  0 
                 514           5.14e-10     -99977.3889306     -99977.3889306   -0.0200663832833   0.00703637200102     0.999773889306  4.01101374337e-12                  0 
                 515           5.15e-10     -99977.7851372     -99977.7851372   -0.0200100110855   0.00662173474036     0.999777851372   4.0036862714e-12                  0 
                 516           5.16e-10     -99978.1744018     -99978.1744018   -0.0199468770471   0.00621179776116     0.999781744018  3.99325017497e-12                  0 
                 517           5.17e-10     -99978.5568463     -99978.5568463    -0.019877124096   0.00580663750014     0.999785568463  3.98192590012e-12                  0 
                 518           5.18e-10       -99978.93259       -99978.93259   -0.0198008952203   0.00540632720375       0.9997893259  3.97171184829e-12                  0 
                 519           5.19e-10     -99979.3017502     -99979.3017502   -0.0197183334113   0.00501093695553     0.999793017502   3.9630521087e-12                  0 
                 520            5.2e-10     -99979.6644424     -99979.6644424   -0.0196295816082   0.00462053370441     0.999796644424  3.95217192306e-12                  0 
                 521           5.21e-10     -99980.0207799     -99980.0207799    -0.019534782644   0.00423518129406     0.999800207799  3.94084764821e-12                  0 
                 522           5.22e-10     -99980.3708739     -99980.3708739   -0.0194340791918   0.00385494049244     0.999803708739  3.93196586401e-12                  0 
                 523           5.23e-10     -99980.7148338     -99980.7148338   -0.0193276137119   0.00347986902183     0.999807148338    3.922417946e-12                  0 
                 524           5.24e-10     -99981.0527671     -99981.0527671   -0.0192155284007   0.00311002159022     0.999810527671  3.91131571575e-12                  0 
                 525           5.25e-10     -99981.3847794     -99981.3847794   -0.0190979651405   0.00274544992292     0.999813847794   3.8999914409e-12                  0 
                 526           5.26e-10     -99981.7109743     -99981.7109743   -0.0189750654495   0.00238620279484     0.999817109743  3.89155374592e-12                  0 
                 527           5.27e-10     -99982.0314539     -99982.0314539   -0.0188469704331   0.00203232606286     0.999820314539   3.8817837833e-12                  0 
                 528           5.28e-10     -99982.3463181     -99982.3463181   -0.0187138207374    0.0016838626998     0.999823463181  3.87068155305e-12                  0 
                 529           5.29e-10     -99982.6556655     -99982.6556655    -0.018575756502   0.00134085282808     0.999826556655  3.85980136741e-12                  0 
                 530            5.3e-10     -99982.9595925     -99982.9595925   -0.0184329173148   0.00100333375418     0.999829595925  3.85136367242e-12                  0 
                 531           5.31e-10     -99983.2581943     -99983.2581943   -0.0182854421672  0.000671340003261     0.999832581943  3.84092757599e-12                  0 
                 532           5.32e-10     -99983.5515641     -99983.5515641   -0.0181334694114  0.000344903355014     0.999835515641  3.82982534575e-12                  0 
                 533           5.33e-10     -99983.8397935     -99983.8397935   -0.0179771367177  2.40528792639e-05     0.999838397935  3.82027742774e-12                  0 
                 534           5.34e-10     -99984.1229726     -99984.1229726   -0.0178165810326 -0.000291185027904     0.999841229726  3.81095155433e-12                  0 
                 535           5.35e-10     -99984.4011898     -99984.4011898   -0.0176519385389 -0.000600786607445     0.999844011898   3.8005154579e-12                  0 
                 536           5.36e-10     -99984.6745322     -99984.6745322   -0.0174833446165 -0.000904730700173     0.999846745322  3.78941322765e-12                  0 
                 537           5.37e-10     -99984.9430851     -99984.9430851   -0.0173109338037  -0.00120299870948     0.999849430851  3.78075348806e-12                  0 
                 538           5.38e-10     -99985.2069324     -99985.2069324   -0.0171348397595  -0.00149557456381     0.999852069324  3.77142761465e-12                  0 
                 539           5.39e-10     -99985.4661565     -99985.4661565   -0.0169551952279  -0.00178244467836     0.999854661565  3.76099151822e-12                  0 
                 540            5.4e-10     -99985.7208385     -99985.7208385   -0.0167721320021  -0.00206359791683     0.999857208385  3.75077746639e-12                  0 
                 541           5.41e-10     -99985.9710579     -99985.9710579   -0.0165857808904   -0.0023390255528     0.999859710579  3.74322794983e-12                  0 
                 542           5.42e-10     -99986.2168929     -99986.2168929    -0.016396271682  -0.00260872123107     0.999862168929  3.73412412102e-12                  0 
                 543           5.43e-10     -99986.4584204     -99986.4584204   -0.0162037331154  -0.00287268092824     0.999864584204  3.72435415841e-12                  0 
                 544           5.44e-10     -99986.6957157     -99986.6957157   -0.0160082928469  -0.00313090291357     0.999866957157  3.71525032961e-12                  0 
                 545           5.45e-10     -99986.9288531     -99986.9288531   -0.0158100774195  -0.00338338770943     0.999869288531  3.70792285764e-12                  0 
                 546           5.46e-10     -99987.1579053     -99987.1579053   -0.0156092122338  -0.00363013805169     0.999871579053  3.69904107345e-12                  0 
                 547           5.47e-10      -99987.382944      -99987.382944   -0.0154058215193  -0.00387115884968      0.99987382944  3.68971520004e-12                  0 
                 548           5.48e-10     -99987.6040395     -99987.6040395   -0.0152000283073   -0.0041064571463     0.999876040395  3.68194363887e-12                  0 
                 549           5.49e-10     -99987.8212609     -99987.8212609   -0.0149919544032  -0.00433604207791     0.999878212609   3.6743941223e-12                  0 
                 550            5.5e-10      -99988.034676      -99988.034676   -0.0147817203615  -0.00455992483404      0.99988034676  3.66595642731e-12                  0 
                 551           5.51e-10     -99988.2443515     -99988.2443515   -0.0145694454612  -0.00477811861708     0.999882443515  3.65729668772e-12                  0 
                 552           5.52e-10     -99988.4503529     -99988.4503529   -0.0143552476814  -0.00499063860187     0.999884503529  3.65041330497e-12                  0 
                 553           5.53e-10     -99988.6527447     -99988.6527447   -0.0141392436786   -0.0051975018953     0.999886527447   3.6428637884e-12                  0 
                 554           5.54e-10       -99988.85159       -99988.85159   -0.0139215487647  -0.00539872749574       0.9998885159  3.63442609341e-12                  0 
                 555           5.55e-10      -99989.046951      -99989.046951   -0.0137022768858  -0.00559433625257      0.99989046951  3.62643248764e-12                  0 
                 556           5.56e-10     -99989.2388888     -99989.2388888   -0.0134815406025  -0.00578435082564     0.999892388888   3.6202152387e-12                  0 
                 557           5.57e-10     -99989.4274633     -99989.4274633   -0.0132594510694  -0.00596879564477     0.999894274633  3.61266572213e-12                  0 
                 558           5.58e-10     -99989.6127334     -99989.6127334   -0.0130361180178  -0.00614769686924     0.999896127334  3.60445007175e-12                  0 
                 559           5.59e-10     -99989.7947571     -99989.7947571   -0.0128116497381  -0.00632108234736     0.999897947571  3.59734464439e-12                  0 
                 560            5.6e-10     -99989.9735912     -99989.9735912   -0.0125861530621  -0.00648898157604     0.999899735912  3.59090535085e-12                  0 
                 561           5.61e-10     -99990.1492916     -99990.1492916   -0.0123597333482  -0.00665142566051     0.999901492916  3.58335583428e-12                  0 
                 562           5.62e-10     -99990.3219132     -99990.3219132   -0.0121324944659  -0.00680844727404     0.999903219132  3.57558427311e-12                  0 
                 563           5.63e-10       -99990.49151       -99990.49151   -0.0119045387819  -0.00696008061783       0.9999049151  3.56914497956e-12                  0 
                 564           5.64e-10      -99990.658135      -99990.658135   -0.0116759671465  -0.00710636138096      0.99990658135  3.56226159681e-12                  0 
                 565           5.65e-10     -99990.8218401     -99990.8218401   -0.0114468788814  -0.00724732670043     0.999908218401  3.55493412485e-12                  0 
                 566           5.66e-10     -99990.9826767     -99990.9826767   -0.0112173717678  -0.00738301512151     0.999909826767  3.54760665289e-12                  0 
                 567           5.67e-10     -99991.1406949     -99991.1406949   -0.0109875420357  -0.00751346655806     0.999911406949  3.54138940395e-12                  0 
                 568           5.68e-10     -99991.2959442     -99991.2959442   -0.0107574843535    -0.007638722253     0.999912959442   3.5347280658e-12                  0 
                 569           5.69e-10      -99991.448473      -99991.448473   -0.0105272918191  -0.00775882473916      0.99991448473  3.52762263844e-12                  0 
                 570            5.7e-10      -99991.598329      -99991.598329   -0.0102970559511  -0.00787381780016      0.99991598329  3.52051721109e-12                  0 
                 571           5.71e-10     -99991.7455591     -99991.7455591   -0.0100668666812  -0.00798374643152     0.999917455591  3.51452200675e-12                  0 
                 572           5.72e-10     -99991.8902092     -99991.8902092  -0.00983681234665  -0.00808865680188     0.999918902092    3.507638624e-12                  0 
                 573           5.73e-10     -99992.0323246     -99992.0323246  -0.00960697968478  -0.00818859621471     0.999920323246  3.50053319664e-12                  0 
                 574           5.74e-10     -99992.1719497     -99992.1719497  -0.00937745382703  -0.00828361307008     0.999921719497   3.4940939031e-12                  0 
                 575           5.75e-10     -99992.3091281     -99992.3091281  -0.00914831829396  -0.00837375682655     0.999923091281  3.48787665416e-12                  0 
                 576           5.76e-10     -99992.4439026     -99992.4439026  -0.00891965499124  -0.00845907796355     0.999924439026  3.48121531601e-12                  0 
                 577           5.77e-10     -99992.5763155     -99992.5763155  -0.00869154420645  -0.00853962794396     0.999925763155  3.47410988866e-12                  0 
                 578           5.78e-10      -99992.706408      -99992.706408  -0.00846406460623  -0.00861545917694      0.99992706408  3.46833672893e-12                  0 
                 579           5.79e-10     -99992.8342209     -99992.8342209  -0.00823729323389   -0.0086866249809     0.999928342209  3.46189743539e-12                  0 
                 580            5.8e-10     -99992.9597941     -99992.9597941  -0.00801130550837  -0.00875317954705     0.999929597941  3.45523609724e-12                  0 
                 581           5.81e-10     -99993.0831668     -99993.0831668   -0.0077861752235  -0.00881517790308     0.999930831668  3.44857475909e-12                  0 
                 582           5.82e-10     -99993.2043776     -99993.2043776  -0.00756197454788  -0.00887267587725     0.999932043776  3.44302364397e-12                  0 
                 583           5.83e-10     -99993.3234644     -99993.3234644  -0.00733877402495  -0.00892573006245     0.999933234644  3.43658435042e-12                  0 
                 584           5.84e-10     -99993.4404644     -99993.4404644  -0.00711664257479  -0.00897439778121     0.999934404644  3.42992301228e-12                  0 
                 585           5.85e-10     -99993.5554141     -99993.5554141  -0.00689564749564  -0.00901873705059     0.999935554141  3.42370576334e-12                  0 
                 586           5.86e-10     -99993.6683494     -99993.6683494   -0.0066758544662  -0.00905880654749     0.999936683494  3.41815464822e-12                  0 
                 587           5.87e-10     -99993.7793058     -99993.7793058  -0.00645732754834  -0.00909466557427     0.999937793058  3.41171535467e-12                  0 
                 588           5.88e-10     -99993.8883178     -99993.8883178  -0.00624012919113  -0.00912637402503     0.999938883178  3.40527606113e-12                  0 
                 589           5.89e-10     -99993.9954196     -99993.9954196   -0.0060243202347  -0.00915399235197     0.999939954196   3.3995029014e-12                  0 
                 590            5.9e-10     -99994.1006445     -99994.1006445  -0.00580995991464  -0.00917758153204     0.999941006445  3.39372974167e-12                  0 
                 591           5.91e-10     -99994.2040255     -99994.2040255  -0.00559710586739  -0.00919720303422     0.999942040255  3.38751249274e-12                  0 
                 592           5.92e-10     -99994.3055949     -99994.3055949  -0.00538581413601  -0.00921291878717     0.999943055949   3.3812952438e-12                  0 
                 593           5.93e-10     -99994.4053844     -99994.4053844  -0.00517613917638  -0.00922479114717     0.999944053844  3.37596617328e-12                  0 
                 594           5.94e-10     -99994.5034253     -99994.5034253  -0.00496813386358  -0.00923288286621     0.999945034253  3.36997096895e-12                  0 
                 595           5.95e-10     -99994.5997481     -99994.5997481  -0.00476184949954  -0.00923725706105     0.999945997481  3.36375372001e-12                  0 
                 596           5.96e-10      -99994.694383      -99994.694383  -0.00455733582061   -0.0092379771823      0.99994694383  3.35775851568e-12                  0 
                 597           5.97e-10     -99994.7873595     -99994.7873595  -0.00435464100576  -0.00923510698403     0.999947873595  3.35265148976e-12                  0 
                 598           5.98e-10     -99994.8787068     -99994.8787068  -0.00415381168487  -0.00922871049342     0.999948787068  3.34687833003e-12                  0 
                 599           5.99e-10     -99994.9684532     -99994.9684532  -0.00395489294835  -0.00921885198167     0.999949684532   3.3408831257e-12                  0 
                 600              6e-10      -99995.056627      -99995.056627  -0.00375792835639  -0.00920559593456      0.99995056627  3.33510996597e-12                  0 
                 601           6.01e-10     -99995.1432557     -99995.1432557  -0.00356295994889  -0.00918900702373     0.999951432557  3.33000294006e-12                  0 
                 602           6.02e-10     -99995.2283663     -99995.2283663  -0.00337002825573  -0.00916915007828     0.999952283663  3.32422978033e-12                  0 
                 603           6.03e-10     -99995.3119854     -99995.3119854   -0.0031791723078  -0.00914609005712     0.999953119854   3.3184566206e-12                  0 
                 604           6.04e-10     -99995.3941393     -99995.3941393  -0.00299042964807  -0.00911989202146     0.999953941393  3.31312755009e-12                  0 
                 605           6.05e-10     -99995.4748534     -99995.4748534  -0.00280383634288  -0.00909062110763     0.999954748534  3.30779847957e-12                  0 
                 606           6.06e-10     -99995.5541532     -99995.5541532  -0.00261942699411   -0.0090583425007     0.999955541532  3.30202531984e-12                  0 
                 607           6.07e-10     -99995.6320633     -99995.6320633  -0.00243723475142  -0.00902312140843     0.999956320633  3.29647420472e-12                  0 
                 608           6.08e-10     -99995.7086081     -99995.7086081  -0.00225729132484  -0.00898502303558     0.999957086081  3.29158922341e-12                  0 
                 609           6.09e-10     -99995.7838116     -99995.7838116  -0.00207962699751  -0.00894411255842     0.999957838116  3.28626015289e-12                  0 
                 610            6.1e-10     -99995.8576972     -99995.8576972  -0.00190427063928   -0.0089004551004     0.999958576972  3.28070903777e-12                  0 
                 611           6.11e-10      -99995.930288      -99995.930288  -0.00173124972014  -0.00885411570768      0.99995930288  3.27537996725e-12                  0 
                 612           6.12e-10     -99996.0016067     -99996.0016067  -0.00156059032416  -0.00880515932531     0.999960016067  3.27049498594e-12                  0 
                 613           6.13e-10     -99996.0716757     -99996.0716757  -0.00139231716348  -0.00875365077358     0.999960716757  3.26516591542e-12                  0 
                 614           6.14e-10     -99996.1405168     -99996.1405168   -0.0012264535931  -0.00869965472557     0.999961405168   3.2596148003e-12                  0 
                 615           6.15e-10     -99996.2081515     -99996.2081515  -0.00106302162544  -0.00864323568443     0.999962081515  3.25472981899e-12                  0 
                 616           6.16e-10      -99996.274601      -99996.274601 -0.000902041945338  -0.00858445796132      0.99996274601  3.24984483768e-12                  0 
                 617           6.17e-10     -99996.3398861     -99996.3398861 -0.000743533925296  -0.00852338565384     0.999963398861  3.24473781177e-12                  0 
                 618           6.18e-10      -99996.404027      -99996.404027 -0.000587515641082  -0.00846008262521      0.99996404027  3.23940874125e-12                  0 
                 619           6.19e-10      -99996.467044      -99996.467044 -0.000434003887409  -0.00839461248346      0.99996467044  3.23474580455e-12                  0 
                 620            6.2e-10     -99996.5289567     -99996.5289567 -0.000283014193759  -0.00832703856112     0.999965289567  3.22986082324e-12                  0 
                 621           6.21e-10     -99996.5897844     -99996.5897844 -0.000134560840692  -0.00825742389574     0.999965897844  3.22497584193e-12                  0 
                 622           6.22e-10     -99996.6495461     -99996.6495461  1.13431238199e-05  -0.00818583121062     0.999966495461  3.21986881602e-12                  0 
                 623           6.23e-10     -99996.7082606     -99996.7082606  0.000154685867853  -0.00811232289604     0.999967082606  3.21520587931e-12                  0 
                 624           6.24e-10     -99996.7659462     -99996.7659462  0.000295456758925  -0.00803696099063     0.999967659462  3.21032089801e-12                  0 
                 625           6.25e-10     -99996.8226209     -99996.8226209  0.000433646346904  -0.00795980716388     0.999968226209   3.2054359167e-12                  0 
                 626           6.26e-10     -99996.8783024     -99996.8783024   0.00056924634703  -0.00788092269866     0.999968783024  3.20077297999e-12                  0 
                 627           6.27e-10     -99996.9330081     -99996.9330081  0.000702249622705  -0.00780036847412     0.999969330081   3.1963320879e-12                  0 
                 628           6.28e-10     -99996.9867552     -99996.9867552  0.000832650168191  -0.00771820494909     0.999969867552  3.19166915119e-12                  0 
                 629           6.29e-10     -99997.0395604     -99997.0395604   0.00096044309099  -0.00763449214637     0.999970395604  3.18700621449e-12                  0 
                 630            6.3e-10     -99997.0914403     -99997.0914403   0.00108562459429  -0.00754928963695     0.999970914403  3.18234327779e-12                  0 
                 631           6.31e-10      -99997.142411      -99997.142411   0.00120819195929  -0.00746265652472      0.99997142411  3.17812443029e-12                  0 
                 632           6.32e-10     -99997.1924885     -99997.1924885   0.00132814352729  -0.00737465143188     0.999971924885  3.17368353819e-12                  0 
                 633           6.33e-10     -99997.2416884     -99997.2416884   0.00144547868175  -0.00728533248479     0.999972416884  3.16902060149e-12                  0 
                 634           6.34e-10     -99997.2900261     -99997.2900261   0.00156019783029  -0.00719475730006     0.999972900261   3.1650237986e-12                  0 
                 635           6.35e-10     -99997.3375168     -99997.3375168   0.00167230238661  -0.00710298297095     0.999973375168   3.1605829065e-12                  0 
                 636           6.36e-10     -99997.3841752     -99997.3841752   0.00178179475226  -0.00701006605475     0.999973841752  3.15636405901e-12                  0 
                 637           6.37e-10     -99997.4300159     -99997.4300159   0.00188867829843  -0.00691606256015     0.999974300159  3.15192316691e-12                  0 
                 638           6.38e-10     -99997.4750534     -99997.4750534    0.0019929573476  -0.00682102793524     0.999974750534  3.14814840863e-12                  0 
                 639           6.39e-10     -99997.5193016     -99997.5193016   0.00209463715529  -0.00672501705549     0.999975193016  3.14392956113e-12                  0 
                 640            6.4e-10     -99997.5627744     -99997.5627744   0.00219372389158  -0.00662808421301     0.999975627744  3.13971071364e-12                  0 
                 641           6.41e-10     -99997.6054853     -99997.6054853   0.00229022462272  -0.00653028310559     0.999976054853  3.13571391075e-12                  0 
                 642           6.42e-10     -99997.6474478     -99997.6474478   0.00238414729272  -0.00643166682619     0.999976474478  3.13193915247e-12                  0 
                 643           6.43e-10     -99997.6886749     -99997.6886749   0.00247550070486  -0.00633228785297     0.999976886749  3.12772030497e-12                  0 
                 644           6.44e-10     -99997.7291796     -99997.7291796    0.0025642945032  -0.00623219803996     0.999977291796  3.12372350209e-12                  0 
                 645           6.45e-10     -99997.7689744     -99997.7689744   0.00265053915415  -0.00613144860781     0.999977689744   3.1199487438e-12                  0 
                 646           6.46e-10     -99997.8080719     -99997.8080719   0.00273424592801   -0.0060300901349     0.999978080719  3.11617398552e-12                  0 
                 647           6.47e-10     -99997.8464842     -99997.8464842   0.00281542688047  -0.00592817254914     0.999978464842  3.11217718263e-12                  0 
