#               step               time           E_Zeeman            E_total                m_x                m_y                m_z            m_error            skx_num 
#                 <>                <s>                <J>                <J>                 <>                 <>                 <>                 <>                 <> 
                 217           2.17e-10      -95777.535374      -95777.535374     -0.22083497196     -0.18411487436      0.95777535374  1.64874780495e-11                  0 
                 218           2.18e-10     -95849.9970454     -95849.9970454    -0.215710659835    -0.186404715355     0.958499970454   1.6187051699e-11                  0 
                 219           2.19e-10     -95921.2411097     -95921.2411097    -0.210588882738    -0.188583861709     0.959212411097  1.58877355716e-11                  0 
                 220            2.2e-10     -95991.2871446     -95991.2871446    -0.205471646307    -0.190653302693     0.959912871446  1.55864210427e-11                  0 
                 221           2.21e-10     -96060.1544431     -96060.1544431    -0.200360919504    -0.192614056608     0.960601544431  1.52795553987e-11                  0 
                 222           2.22e-10     -96127.8620166     -96127.8620166    -0.195258634422     -0.19446716979     0.961278620166  1.49629197921e-11                  0 
                 223           2.23e-10     -96194.4285979     -96194.4285979    -0.190166686108     -0.19621371562     0.961944285979  1.46997969352e-11                  0 
                 224           2.24e-10     -96259.8726445     -96259.8726445    -0.185086932404    -0.197854793546     0.962598726445  1.44499967547e-11                  0 
                 225           2.25e-10     -96324.2123416     -96324.2123416    -0.180021193818    -0.199391528109     0.963242123416  1.42066358677e-11                  0 
                 226           2.26e-10     -96387.4656053     -96387.4656053    -0.174971253407    -0.200825067978     0.963874656053  1.39686040512e-11                  0 
                 227           2.27e-10     -96449.6500854     -96449.6500854    -0.169938856683    -0.202156584994     0.964496500854  1.37341249484e-11                  0 
                 228           2.28e-10      -96510.783169      -96510.783169    -0.164925711538    -0.203387273227      0.96510783169  1.35016442471e-11                  0 
                 229           2.29e-10     -96570.8819832     -96570.8819832    -0.159933488186    -0.204518348033     0.965708819832  1.32691635457e-11                  0 
                 230            2.3e-10     -96629.9633982     -96629.9633982    -0.154963819129    -0.205551045127     0.966299633982  1.30340183091e-11                  0 
                 231           2.31e-10     -96688.0440307     -96688.0440307    -0.150018299137    -0.206486619666     0.966880440307  1.27937660466e-11                  0 
                 232           2.32e-10     -96745.1402466     -96745.1402466    -0.145098485243    -0.207326345339     0.967451402466  1.25455201783e-11                  0 
                 233           2.33e-10     -96801.2681643     -96801.2681643    -0.140205896764    -0.208071513463     0.968012681643  1.23245857964e-11                  0 
                 234           2.34e-10     -96856.4436578     -96856.4436578    -0.135342015328    -0.208723432102     0.968564436578  1.21238574735e-11                  0 
                 235           2.35e-10     -96910.6823592     -96910.6823592    -0.130508284929    -0.209283425181     0.969106823592   1.1928014132e-11                  0 
                 236           2.36e-10     -96963.9996627     -96963.9996627     -0.12570611199     -0.20975283162     0.969639996627  1.17357235041e-11                  0 
                 237           2.37e-10     -97016.4107267     -97016.4107267    -0.120936865442    -0.210133004479     0.970164107267  1.15458753669e-11                  0 
                 238           2.38e-10     -97067.9304771     -97067.9304771    -0.116201876824    -0.210425310108     0.970679304771  1.13575815419e-11                  0 
                 239           2.39e-10     -97118.5736106     -97118.5736106    -0.111502440393    -0.210631127311     0.971185736106  1.11690656723e-11                  0 
                 240            2.4e-10     -97168.3545972     -97168.3545972    -0.106839813251    -0.210751846525     0.971683545972  1.09785514013e-11                  0 
                 241           2.41e-10     -97217.2876833     -97217.2876833    -0.102215215485    -0.210788869001     0.972172876833  1.07840403274e-11                  0 
                 242           2.42e-10     -97265.3868948     -97265.3868948   -0.0976298303209    -0.210743606008     0.972653868948  1.05837560938e-11                  0 
                 243           2.43e-10     -97312.6660397     -97312.6660397     -0.09308480429    -0.210617478039     0.973126660397  1.03945740904e-11                  0 
                 244           2.44e-10     -97359.1387113     -97359.1387113   -0.0885812474123    -0.210411914033     0.973591387113  1.02282626813e-11                  0 
                 245           2.45e-10     -97404.8182908     -97404.8182908   -0.0841202333883    -0.210128350608     0.974048182908  1.00659480751e-11                  0 
                 246           2.46e-10     -97449.7179502     -97449.7179502   -0.0797027998048    -0.209768231306     0.974497179502  9.90607595952e-12                  0 
                 247           2.47e-10     -97493.8506555     -97493.8506555   -0.0753299483529    -0.209333005849     0.974938506555  9.74864633463e-12                  0 
                 248           2.48e-10     -97537.2291687     -97537.2291687   -0.0710026450571    -0.208824129408     0.975372291687  9.59188284355e-12                  0 
                 249           2.49e-10     -97579.8660515     -97579.8660515    -0.066721820516    -0.208243061883     0.975798660515  9.43534139708e-12                  0 
                 250            2.5e-10     -97621.7736674     -97621.7736674   -0.0624883701538    -0.207591267199     0.976217736674  9.27724563837e-12                  0 
                 251           2.51e-10     -97662.9641846     -97662.9641846   -0.0583031544819    -0.206870212606     0.976629641846   9.1160412552e-12                  0 
                 252           2.52e-10     -97703.4495789     -97703.4495789   -0.0541669993715    -0.206081367998     0.977034495789  8.95039597992e-12                  0 
                 253           2.53e-10     -97743.2416361     -97743.2416361   -0.0500806963354    -0.205226205246     0.977432416361  8.78630501688e-12                  0 
                 254           2.54e-10     -97782.3519548     -97782.3519548   -0.0460450028199    -0.204306197535     0.977823519548  8.64530669276e-12                  0 
                 255           2.55e-10     -97820.7919492     -97820.7919492    -0.042060642505    -0.203322818718     0.978207919492  8.50719494849e-12                  0 
                 256           2.56e-10     -97858.5728515     -97858.5728515   -0.0381283056143    -0.202277542686     0.978585728515  8.37108160567e-12                  0 
                 257           2.57e-10     -97895.7057142     -97895.7057142    -0.034248649233    -0.201171842746     0.978957057142  8.23674461969e-12                  0 
                 258           2.58e-10     -97932.2014134     -97932.2014134   -0.0304222976347    -0.200007191008     0.979322014134  8.10285172292e-12                  0 
                 259           2.59e-10     -97968.0706508     -97968.0706508   -0.0266498426147    -0.198785057792     0.979680706508  7.96895882615e-12                  0 
                 260            2.6e-10     -98003.3239561     -98003.3239561   -0.0229318438327    -0.197506911044     0.980033239561  7.83373366176e-12                  0 
                 261           2.61e-10     -98037.9716899     -98037.9716899   -0.0192688291612    -0.196174215764     0.980379716899   7.6960660067e-12                  0 
                 262           2.62e-10     -98072.0240461     -98072.0240461   -0.0156612950418    -0.194788433443     0.980720240461  7.55462359336e-12                  0 
                 263           2.63e-10     -98105.4910538     -98105.4910538   -0.0121097068479    -0.193351021522     0.981054910538  7.40851824332e-12                  0 
                 264           2.64e-10     -98138.3825805     -98138.3825805  -0.00861449925341    -0.191863432851     0.981383825805  7.28461735378e-12                  0 
                 265           2.65e-10     -98170.7083338     -98170.7083338    -0.005176076608    -0.190327115173     0.981707083338  7.16204873186e-12                  0 
                 266           2.66e-10      -98202.477864      -98202.477864  -0.00179481331788    -0.188743510606      0.98202477864  7.04103442217e-12                  0 
                 267           2.67e-10     -98233.7005667     -98233.7005667   0.00152894576782    -0.187114055153     0.982337005667   6.9206862463e-12                  0 
                 268           2.68e-10     -98264.3856846     -98264.3856846    0.0047948849656    -0.185440178211     0.982643856846  6.80056011504e-12                  0 
                 269           2.69e-10     -98294.5423101     -98294.5423101   0.00800271736112    -0.183723302097     0.982945423101  6.68087807298e-12                  0 
                 270            2.7e-10     -98324.1793874     -98324.1793874    0.0111521844081     -0.18196484159     0.983241793874  6.56141807553e-12                  0 
                 271           2.71e-10     -98353.3057149     -98353.3057149    0.0142430555228    -0.180166203481     0.983533057149  6.44106989967e-12                  0 
                 272           2.72e-10     -98381.9299472     -98381.9299472    0.0172751276746    -0.178328786131     0.983819299472  6.31961150077e-12                  0 
                 273           2.73e-10     -98410.0605972     -98410.0605972    0.0202482249721    -0.176453979051     0.984100605972  6.19571061122e-12                  0 
                 274           2.74e-10     -98437.7060386     -98437.7060386    0.0231621982466    -0.174543162485     0.984377060386  6.08713079941e-12                  0 
                 275           2.75e-10     -98464.8745076     -98464.8745076    0.0260169246312    -0.172597707008     0.984648745076  5.98654459338e-12                  0 
                 276           2.76e-10     -98491.5741053     -98491.5741053    0.0288123071377    -0.170618973139     0.984915741053  5.89039927945e-12                  0 
                 277           2.77e-10     -98517.8127996     -98517.8127996    0.0315482742298    -0.168608310957     0.985178127996  5.79869485762e-12                  0 
                 278           2.78e-10     -98543.5984271     -98543.5984271    0.0342247793945    -0.166567059741     0.985435984271  5.71165337249e-12                  0 
                 279           2.79e-10     -98568.9386956     -98568.9386956    0.0368418007102    -0.164496547607     0.985689386956  5.62816460103e-12                  0 
                 280            2.8e-10     -98593.8411855     -98593.8411855    0.0393993404135    -0.162398091169     0.985938411855  5.54867263247e-12                  0 
                 281           2.81e-10     -98618.3133521     -98618.3133521    0.0418974244639    -0.160272995208     0.986183133521  5.47184519917e-12                  0 
                 282           2.82e-10     -98642.3625275     -98642.3625275    0.0443361021061    -0.158122552343     0.986423625275   5.3965720781e-12                  0 
                 283           2.83e-10     -98665.9959225     -98665.9959225    0.0467154454315    -0.155948042728     0.986659959225  5.32174304624e-12                  0 
                 284           2.84e-10     -98689.2206283     -98689.2206283    0.0490355489387    -0.153750733749     0.986892206283  5.25623988779e-12                  0 
                 285           2.85e-10     -98712.0436186     -98712.0436186    0.0512965290917    -0.151531879739     0.987120436186  5.20050669195e-12                  0 
                 286           2.86e-10     -98734.4717514     -98734.4717514    0.0534985238786    -0.149292721695     0.987344717514  5.14788212058e-12                  0 
                 287           2.87e-10     -98756.5117705     -98756.5117705    0.0556416923691    -0.147034487017     0.987565117705  5.09770003987e-12                  0 
                 288           2.88e-10     -98778.1703079     -98778.1703079     0.057726214271    -0.144758389249     0.987781703079    5.049294316e-12                  0 
                 289           2.89e-10      -98799.453885      -98799.453885    0.0597522894876    -0.142465627834      0.98799453885  5.00177677054e-12                  0 
                 290            2.9e-10     -98820.3689144     -98820.3689144    0.0617201376739    -0.140157387881     0.988203689144  4.95448126969e-12                  0 
                 291           2.91e-10      -98840.921702      -98840.921702    0.0636299977936    -0.137834839938      0.98840921702  4.90651963503e-12                  0 
                 292           2.92e-10     -98861.1184483     -98861.1184483    0.0654821276762    -0.135499139776     0.988611184483  4.85744777734e-12                  0 
                 293           2.93e-10     -98880.9652502     -98880.9652502    0.0672768035746    -0.133151428191     0.988809652502    4.805933429e-12                  0 
                 294           2.94e-10     -98900.4681027     -98900.4681027    0.0690143197231    -0.130792830803     0.989004681027  4.75619543749e-12                  0 
                 295           2.95e-10     -98919.6329004     -98919.6329004    0.0706949878967    -0.128424457874     0.989196329004  4.71445105177e-12                  0 
                 296           2.96e-10     -98938.4654393     -98938.4654393     0.072319136971    -0.126047404137     0.989384654393  4.67337279986e-12                  0 
                 297           2.97e-10     -98956.9714179     -98956.9714179    0.0738871124834    -0.123662748624     0.989569714179  4.63273863716e-12                  0 
                 298           2.98e-10     -98975.1564396     -98975.1564396    0.0753992761956    -0.121271554515     0.989751564396  4.59210447445e-12                  0 
                 299           2.99e-10     -98993.0260132     -98993.0260132    0.0768560056573    -0.118874868993     0.989930260132  4.55124826715e-12                  0 
                 300              3e-10     -99010.5855553     -99010.5855553    0.0782576937721    -0.116473723102     0.990105855553  4.50950388142e-12                  0 
                 301           3.01e-10     -99027.8403913     -99027.8403913    0.0796047483647    -0.114069131627     0.990278403913  4.46687131728e-12                  0 
                 302           3.02e-10     -99044.7957569     -99044.7957569    0.0808975917498    -0.111662092967     0.990447957569   4.4226844409e-12                  0 
                 303           3.03e-10     -99061.4567996     -99061.4567996    0.0821366603039    -0.109253589031     0.990614567996  4.37649916307e-12                  0 
                 304           3.04e-10     -99077.8285804     -99077.8285804    0.0833224040384    -0.106844585136     0.990778285804  4.32898161762e-12                  0 
                 305           3.05e-10     -99093.9160747     -99093.9160747    0.0844552861751    -0.104436029913     0.990939160747  4.28967972255e-12                  0 
                 306           3.06e-10     -99109.7241739     -99109.7241739    0.0855357827251    -0.102028855225     0.991097241739  4.25082191668e-12                  0 
                 307           3.07e-10     -99125.2576871     -99125.2576871    0.0865643820688   -0.0996239760895     0.991252576871  4.21196411082e-12                  0 
                 308           3.08e-10     -99140.5213418     -99140.5213418    0.0875415845398   -0.0972222906142     0.991405213418  4.17332834957e-12                  0 
                 309           3.09e-10     -99155.5197857     -99155.5197857    0.0884679020109   -0.0948246799359     0.991555197857   4.1344705437e-12                  0 
                 310            3.1e-10     -99170.2575878     -99170.2575878    0.0893438574835   -0.0924320081702     0.991702575878  4.09539069324e-12                  0 
                 311           3.11e-10     -99184.7392399     -99184.7392399    0.0901699846797   -0.0900451223681     0.991847392399  4.05564470896e-12                  0 
                 312           3.12e-10     -99198.9691575     -99198.9691575    0.0909468276374   -0.0876648524805     0.991989691575  4.01478850165e-12                  0 
                 313           3.13e-10     -99212.9516812     -99212.9516812    0.0916749403093   -0.0852920113306     0.992129516812  3.97237798211e-12                  0 
                 314           3.14e-10     -99226.6910783     -99226.6910783    0.0923548861644   -0.0829273945932     0.992266910783  3.92819110573e-12                  0 
                 315           3.15e-10     -99240.1915434     -99240.1915434     0.092987237794   -0.0805717807821     0.992401915434  3.89022147829e-12                  0 
                 316           3.16e-10     -99253.4571999     -99253.4571999    0.0935725765197   -0.0782259312434     0.992534571999  3.85358411847e-12                  0 
                 317           3.17e-10     -99266.4921011     -99266.4921011    0.0941114920066   -0.0758905901573     0.992664921011  3.81739084787e-12                  0 
                 318           3.18e-10     -99279.3002315     -99279.3002315    0.0946045818795   -0.0735664845461     0.992793002315  3.78119757727e-12                  0 
                 319           3.19e-10     -99291.8855079     -99291.8855079    0.0950524513427   -0.0712543242886     0.992918855079  3.74522635127e-12                  0 
                 320            3.2e-10     -99304.2517802     -99304.2517802    0.0954557128042   -0.0689548021423     0.993042517802  3.70903308067e-12                  0 
                 321           3.21e-10     -99316.4028328     -99316.4028328    0.0958149855031   -0.0666685937709     0.993164028328  3.67239572086e-12                  0 
                 322           3.22e-10     -99328.3423858     -99328.3423858    0.0961308951423   -0.0643963577787     0.993283423858  3.63509222723e-12                  0 
                 323           3.23e-10     -99340.0740957     -99340.0740957    0.0964040735239   -0.0621387357518     0.993400740957  3.59690055518e-12                  0 
                 324           3.24e-10     -99351.6015568     -99351.6015568    0.0966351581897    -0.059896352304     0.993516015568   3.5571545709e-12                  0 
                 325           3.25e-10     -99362.9283018     -99362.9283018    0.0968247920656   -0.0576698151303     0.993629283018   3.5209613003e-12                  0 
                 326           3.26e-10     -99374.0578035     -99374.0578035    0.0969736231104   -0.0554597150651     0.993740578035  3.48698847574e-12                  0 
                 327           3.27e-10      -99384.993475      -99384.993475    0.0970823039686   -0.0532666261464      0.99384993475    3.453681785e-12                  0 
                 328           3.28e-10     -99395.7386713     -99395.7386713    0.0971514916287   -0.0510911056861     0.993957386713  3.42059713887e-12                  0 
                 329           3.29e-10       -99406.29669       -99406.29669    0.0971818470843   -0.0489336943447       0.9940629669  3.38773453734e-12                  0 
                 330            3.3e-10     -99416.6707723     -99416.6707723    0.0971740350015   -0.0467949162123     0.994166707723  3.35464989121e-12                  0 
                 331           3.31e-10      -99426.864104      -99426.864104    0.0971287233895   -0.0446752788945      0.99426864104  3.32156524507e-12                  0 
                 332           3.32e-10     -99436.8798162     -99436.8798162    0.0970465832766   -0.0425752736029     0.994368798162  3.28803650973e-12                  0 
                 333           3.33e-10     -99446.7209866     -99446.7209866    0.0969282883905   -0.0404953752509     0.994467209866  3.25339755136e-12                  0 
                 334           3.34e-10     -99456.3906401     -99456.3906401    0.0967745148435   -0.0384360425547     0.994563906401  3.21809245918e-12                  0 
                 335           3.35e-10     -99465.8917497     -99465.8917497    0.0965859408226   -0.0363977181378     0.994658917497  3.18434167923e-12                  0 
                 336           3.36e-10     -99475.2272374     -99475.2272374    0.0963632462837   -0.0343808286415     0.994752272374  3.15347747915e-12                  0 
                 337           3.37e-10     -99484.3999753     -99484.3999753    0.0961071126516   -0.0323857848382     0.994843999753  3.12305736827e-12                  0 
                 338           3.38e-10      -99493.412786      -99493.412786    0.0958182225239   -0.0304129817505      0.99493412786    3.092859302e-12                  0 
                 339           3.39e-10     -99502.2684436     -99502.2684436    0.0954972593805   -0.0284627987734     0.995022684436  3.06288328034e-12                  0 
                 340            3.4e-10     -99510.9696749     -99510.9696749    0.0951449072976   -0.0265355998009     0.995109696749  3.03290725867e-12                  0 
                 341           3.41e-10     -99519.5191596     -99519.5191596    0.0947618506667   -0.0246317333566     0.995195191596  3.00293123701e-12                  0 
                 342           3.42e-10     -99527.9195314     -99527.9195314    0.0943487739187   -0.0227515327279     0.995279195314  2.97251112613e-12                  0 
                 343           3.43e-10     -99536.1733787     -99536.1733787    0.0939063612526   -0.0208953161036     0.995361733787  2.94142488144e-12                  0 
                 344           3.44e-10     -99544.2832455     -99544.2832455    0.0934352963697   -0.0190633867158     0.995442832455  2.90967250294e-12                  0 
                 345           3.45e-10     -99552.2516319     -99552.2516319    0.0929362622124   -0.0172560329843     0.995522516319  2.87836421364e-12                  0 
                 346           3.46e-10     -99560.0809951     -99560.0809951    0.0924099407078    -0.015473528665     0.995600809951  2.84994250421e-12                  0 
                 347           3.47e-10       -99567.77375       -99567.77375    0.0918570125172   -0.0137161330008       0.9956777375  2.82196488399e-12                  0 
                 348           3.48e-10     -99575.3322698     -99575.3322698    0.0912781567895   -0.0119840908763     0.995753322698  2.79398726377e-12                  0 
                 349           3.49e-10      -99582.758887      -99582.758887    0.0906740509205   -0.0102776329747      0.99582758887  2.76645373276e-12                  0 
                 350            3.5e-10     -99590.0558939     -99590.0558939    0.0900453703169  -0.00859697593809     0.995900558939  2.73869815715e-12                  0 
                 351           3.51e-10     -99597.2255431     -99597.2255431     0.089392788165  -0.00694232253012     0.995972255431  2.71116462613e-12                  0 
                 352           3.52e-10     -99604.2700485     -99604.2700485    0.0887169752051   -0.0053138618012     0.996042700485  2.68296496131e-12                  0 
                 353           3.53e-10     -99611.1915858     -99611.1915858    0.0880185995104  -0.00371176925644     0.996111915858  2.65454325188e-12                  0 
                 354           3.54e-10     -99617.9922933     -99617.9922933    0.0872983262712  -0.00213620702575     0.996179922933  2.62523336403e-12                  0 
                 355           3.55e-10     -99624.6742723     -99624.6742723    0.0865568175839 -0.000587324036207     0.996246742723  2.59503529776e-12                  0 
                 356           3.56e-10     -99631.2395877     -99631.2395877    0.0857947322454  0.000934743813324     0.996312395877  2.56816790056e-12                  0 
                 357           3.57e-10      -99637.690269      -99637.690269    0.0850127255517   0.00242987347575      0.99637690269  2.54152254797e-12                  0 
                 358           3.58e-10     -99644.0283105     -99644.0283105    0.0842114491026   0.00389795457716     0.996440283105  2.51509923999e-12                  0 
                 359           3.59e-10     -99650.2556722     -99650.2556722    0.0833915506104   0.00533888923659     0.996502556722  2.48912002121e-12                  0 
                 360            3.6e-10       -99656.37428       -99656.37428     0.082553673714   0.00675259188396       0.9965637428  2.46358489164e-12                  0 
                 361           3.61e-10     -99662.3860268     -99662.3860268    0.0816984577978   0.00813898907648     0.996623860268  2.43827180668e-12                  0 
                 362           3.62e-10     -99668.2927725     -99668.2927725     0.080826537816   0.00949801931351     0.996682927725  2.41340281093e-12                  0 
                 363           3.63e-10     -99674.0963451     -99674.0963451    0.0799385441208      0.01082963285     0.996740963451  2.38831177057e-12                  0 
                 364           3.64e-10     -99679.7985408     -99679.7985408    0.0790351022964    0.0121337915088     0.996797985408  2.36366481943e-12                  0 
                 365           3.65e-10     -99685.4011248     -99685.4011248    0.0781168329977    0.0134104684913     0.996854011248  2.33879582368e-12                  0 
                 366           3.66e-10     -99690.9058319     -99690.9058319    0.0771843517931    0.0146596481875     0.996909058319  2.31659136318e-12                  0 
                 367           3.67e-10     -99696.3143666     -99696.3143666    0.0762382690133    0.0158813259849     0.996963143666  2.29594121492e-12                  0 
                 368           3.68e-10      -99701.628404      -99701.628404    0.0752791896038    0.0170755080761      0.99701628404  2.27595720048e-12                  0 
                 369           3.69e-10     -99706.8495904     -99706.8495904    0.0743077129825    0.0182422112662     0.997068495904  2.25686136446e-12                  0 
                 370            3.7e-10     -99711.9795433     -99711.9795433    0.0733244329027    0.0193814627788     0.997119795433  2.23843166225e-12                  0 
                 371           3.71e-10     -99717.0198524     -99717.0198524    0.0723299373201    0.0204933000618     0.997170198524  2.24842366947e-12                  0 
                 372           3.72e-10     -99721.9720797     -99721.9720797    0.0713248082643    0.0215777705927     0.997219720797  2.30859775741e-12                  0 
                 373           3.73e-10     -99726.8377603     -99726.8377603    0.0703096217161    0.0226349316827     0.997268377603  2.48934206581e-12                  0 
                 374           3.74e-10     -99731.6184025     -99731.6184025    0.0692849474841     0.023664850282     0.997316184025  2.69650968221e-12                  0 
                 375           3.75e-10     -99736.3154887     -99736.3154887    0.0682513490941    0.0246676027833     0.997363154887  2.87081469708e-12                  0 
                 376           3.76e-10     -99740.9304753     -99740.9304753    0.0672093836798    0.0256432748247     0.997409304753  3.01469960107e-12                  0 
                 377           3.77e-10     -99745.4647937     -99745.4647937    0.0661596018768    0.0265919610935     0.997454647937  3.15503179138e-12                  0 
                 378           3.78e-10     -99749.9198504     -99749.9198504    0.0651025477193    0.0275137651305     0.997499198504  3.23341353692e-12                  0 
                 379           3.79e-10     -99754.2970274     -99754.2970274    0.0640387585465    0.0284087991331     0.997542970274  3.30069305221e-12                  0 
                 380            3.8e-10     -99758.5976828     -99758.5976828    0.0629687649085     0.029277183759     0.997585976828  3.38107319919e-12                  0 
                 381           3.81e-10     -99762.8231512     -99762.8231512     0.061893090478    0.0301190479302     0.997628231512  3.49653639375e-12                  0 
                 382           3.82e-10      -99766.974744      -99766.974744    0.0608122519653    0.0309345286365      0.99766974744  3.57491813929e-12                  0 
                 383           3.83e-10     -99771.0537497     -99771.0537497    0.0597267590424    0.0317237707402     0.997710537497  3.63975516393e-12                  0 
                 384           3.84e-10     -99775.0614345     -99775.0614345    0.0586371142658    0.0324869267809     0.997750614345   3.7239100692e-12                  0 
                 385           3.85e-10     -99778.9990428     -99778.9990428    0.0575438130042    0.0332241567803     0.997789990428  3.80628861762e-12                  0 
                 386           3.86e-10     -99782.8677972     -99782.8677972     0.056447343372    0.0339356280484     0.997828677972  3.86557452714e-12                  0 
                 387           3.87e-10      -99786.668899      -99786.668899    0.0553481861677    0.0346215149897      0.99786668899  3.91975341074e-12                  0 
                 388           3.88e-10     -99790.4035288     -99790.4035288    0.0542468148138    0.0352819989101     0.997904035288  4.00413036061e-12                  0 
                 389           3.89e-10     -99794.0728465     -99794.0728465    0.0531436952994    0.0359172678245     0.997940728465  4.06874534065e-12                  0 
                 390            3.9e-10     -99797.6779922     -99797.6779922    0.0520392861323    0.0365275162653     0.997976779922  4.11515266308e-12                  0 
                 391           3.91e-10     -99801.2200856     -99801.2200856    0.0509340382906    0.0371129450921     0.998012200856  4.15867340564e-12                  0 
                 392           3.92e-10     -99804.7002276     -99804.7002276     0.049828395179    0.0376737613015     0.998047002276  4.23550083894e-12                  0 
                 393           3.93e-10     -99808.1194994     -99808.1194994    0.0487227925864     0.038210177838     0.998081194994   4.2830183844e-12                  0 
                 394           3.94e-10     -99811.4789637     -99811.4789637    0.0476176586538     0.038722413407     0.998114789637    4.319211655e-12                  0 
                 395           3.95e-10     -99814.7796647     -99814.7796647    0.0465134138398    0.0392106922879     0.998147796647  4.36539693283e-12                  0 
                 396           3.96e-10     -99818.0226284     -99818.0226284    0.0454104708913    0.0396752441479     0.998180226284  4.42312853011e-12                  0 
                 397           3.97e-10     -99821.2088628     -99821.2088628    0.0443092348174    0.0401163038578     0.998212088628  4.45687931006e-12                  0 
                 398           3.98e-10     -99824.3393587     -99824.3393587    0.0432101028698    0.0405341113095     0.998243393587  4.48374670725e-12                  0 
                 399           3.99e-10     -99827.4150893     -99827.4150893    0.0421134645229    0.0409289112335     0.998274150893  4.53037607429e-12                  0 
                 400              4e-10      -99830.437011      -99830.437011    0.0410197014577     0.041300953018      0.99830437011  4.57078819238e-12                  0 
                 401           4.01e-10     -99833.4060638     -99833.4060638    0.0399291875509    0.0416504905305     0.998334060638   4.5941028759e-12                  0 
                 402           4.02e-10     -99836.3231709     -99836.3231709    0.0388422888669    0.0419777819394     0.998363231709  4.61364280113e-12                  0 
                 403           4.03e-10     -99839.1892397     -99839.1892397    0.0377593636524    0.0422830895384     0.998391892397  4.65805172212e-12                  0 
                 404           4.04e-10     -99842.0051619     -99842.0051619    0.0366807623316    0.0425666795706     0.998420051619   4.6844750301e-12                  0 
                 405           4.05e-10     -99844.7718133     -99844.7718133    0.0356068275104     0.042828822056     0.998447718133  4.69912997403e-12                  0 
                 406           4.06e-10     -99847.4900548     -99847.4900548    0.0345378939787      0.04306979062     0.998474900548  4.71467309637e-12                  0 
                 407           4.07e-10     -99850.1607322     -99850.1607322    0.0334742887183    0.0432898623233     0.998501607322  4.75264272382e-12                  0 
                 408           4.08e-10     -99852.7846764     -99852.7846764      0.03241633091    0.0434893174923     0.998527846764  4.76840789077e-12                  0 
                 409           4.09e-10     -99855.3627042     -99855.3627042    0.0313643319497    0.0436684395541     0.998553627042  4.77684558575e-12                  0 
                 410            4.1e-10     -99857.8956177     -99857.8956177    0.0303185954627    0.0438275148713     0.998578956177  4.79638551099e-12                  0 
                 411           4.11e-10     -99860.3842054     -99860.3842054    0.0292794173211    0.0439668325777     0.998603842054  4.81992223911e-12                  0 
                 412           4.12e-10     -99862.8292418     -99862.8292418    0.0282470856651    0.0440866844177     0.998628292418  4.82747175568e-12                  0 
                 413           4.13e-10     -99865.2314882     -99865.2314882    0.0272218809276    0.0441873645871     0.998652314882  4.83058038014e-12                  0 
                 414           4.14e-10     -99867.5916924     -99867.5916924    0.0262040758602    0.0442691695754     0.998675916924   4.8510084838e-12                  0 
                 415           4.15e-10     -99869.9105891     -99869.9105891    0.0251939355603    0.0443323980088     0.998699105891  4.86344298167e-12                  0 
                 416           4.16e-10     -99872.1889005     -99872.1889005    0.0241917175042    0.0443773504977     0.998721889005   4.8645532047e-12                  0 
                 417           4.17e-10     -99874.4273358     -99874.4273358    0.0231976715803    0.0444043294845     0.998744273358  4.86366502628e-12                  0 
                 418           4.18e-10     -99876.6265923     -99876.6265923    0.0222120401253    0.0444136390936     0.998766265923  4.88320495151e-12                  0 
                 419           4.19e-10     -99878.7873547     -99878.7873547    0.0212350579609    0.0444055849826     0.998787873547   4.8869797098e-12                  0 
                 420            4.2e-10     -99880.9102961     -99880.9102961    0.0202669524368    0.0443804741977     0.998809102961  4.88320495151e-12                  0 
                 421           4.21e-10     -99882.9960777     -99882.9960777    0.0193079434721    0.0443386150293     0.998829960777  4.88320495151e-12                  0 
                 422           4.22e-10     -99885.0453491     -99885.0453491    0.0183582436007    0.0442803168699     0.998850453491  4.89586149399e-12                  0 
                 423           4.23e-10     -99887.0587487     -99887.0587487    0.0174180580172     0.044205890074     0.998870587487  4.89319695873e-12                  0 
                 424           4.24e-10     -99889.0369038     -99889.0369038     0.016487584628    0.0441156458214     0.998890369038  4.88586948677e-12                  0 
                 425           4.25e-10     -99890.9804305     -99890.9804305    0.0155670141008    0.0440098959815     0.998909804305  4.88920015584e-12                  0 
                 426           4.26e-10     -99892.8899345     -99892.8899345    0.0146565299178    0.0438889529787     0.998928899345  4.89230878031e-12                  0 
                 427           4.27e-10     -99894.7660107     -99894.7660107    0.0137563084305    0.0437531296619     0.998947660107  4.88453721914e-12                  0 
                 428           4.28e-10     -99896.6092436     -99896.6092436    0.0128665189167    0.0436027391758     0.998966092436  4.87410112271e-12                  0 
                 429           4.29e-10     -99898.4202077     -99898.4202077    0.0119873236393    0.0434380948336     0.998984202077  4.87854201481e-12                  0 
                 430            4.3e-10     -99900.1994672     -99900.1994672    0.0111188779045     0.043259509991     0.999001994672  4.87432316731e-12                  0 
                 431           4.31e-10     -99901.9475768     -99901.9475768    0.0102613301255    0.0430672979251     0.999019475768  4.86277684786e-12                  0 
                 432           4.32e-10     -99903.6650811     -99903.6650811   0.00941482188509    0.0428617717136     0.999036650811  4.85012030538e-12                  0 
                 433           4.33e-10     -99905.3525156     -99905.3525156   0.00857948800098    0.0426432441167     0.999053525156  4.85389506366e-12                  0 
